sku	product_id	query	machine_relevance_state	machine_observed_search_users	machine_observed_orders	machine_observed_gmv	machine_existing_card_coverage	machine_semantic_gap	machine_ownership_risk	machine_suggested_destination_field	manual_decision	manual_reason_code	manual_reason	approved_destination_field	approved_change	review_block	review_source_file
1640251697	1124658338	звезда сварога подвеска	EXACT_PRODUCT	8.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	HOLD	AMBIGUOUS_RELATED_SYMBOL	«Звезда Сварога» может обозначать другой славянский символ; текущая карточка подтверждает «Крест Сварога», поэтому смешивать без проверки нельзя.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640264403	1124673031	вто триглав	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_CHANGE_ALREADY_COVERED	Вероятная опечаточная/обрезанная форма с «Триглав»; идентичность уже явно в title и описании.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640276582	1124691132	кольцо ратиборец	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Кольцо с Ратиборцем — другой товарный тип.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640306007	1124725450	брелок для ключей молвинец	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Брелок для ключей — не автомобильная подвеска текущего SKU.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640306007	1124725450	магический амулет , молвинец оберег	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_CHANGE_ALREADY_COVERED	Молвинец уже назван оберегом в title и амулетом в описании; новой семантики нет.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1640306007	1124725450	молвинец золотой	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	MATERIAL_OR_COLOR_MISMATCH	«Золотой» не подтверждён текущими данными SKU и может означать иной материал/вариант.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1640330072	1124755617	брелок громовик	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Брелок — другой товарный формат.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1640330072	1124755617	громовик колесо	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	HOLD	AMBIGUOUS_VARIANT	Связь «колесо» с конкретным дизайном текущего Громовика не подтверждена карточкой.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720124782	1217110817	висюльки в машину на зеркало знак диака стрелец	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_CHANGE_ALREADY_COVERED	Несмотря на разговорную форму, это ровно текущий товарный интент: подвеска в машину знака Стрелец, уже покрытый title/description.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720124782	1217110817	железный стрелец	STRONG_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	MATERIAL_MISMATCH	Запрос требует железный вариант; текущий талисман деревянный.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720124782	1217110817	колокольчик оберег в машину стрелец	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Запрос про колокольчик; текущий SKU — талисман-подвеска без такого подтверждения.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720124782	1217110817	коннектор стрелец	STRONG_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Коннектор/фурнитура — другой товарный тип.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720124782	1217110817	кролик стрелец и	STRONG_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	HIGH	LONG_DESCRIPTION	REJECT	DIFFERENT_ENTITY	Запрос про иной объект/мотив; одного слова «Стрелец» недостаточно.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720124782	1217110817	"магазин ""стрелец"	STRONG_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	HIGH	LONG_DESCRIPTION	REJECT	NON_PRODUCT_OR_OTHER_ENTITY	Запрос выглядит навигационным/по названию магазина, не по товару.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720124782	1217110817	оберег для стрелец опал	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	MATERIAL_MISMATCH	Запрос с опалом не соответствует деревянному SKU.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720124782	1217110817	талисман в иашину стрелец	EXACT_PRODUCT	1.0	0.0	563.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_CHANGE_ALREADY_COVERED	Опечаточная форма точного текущего интента уже полностью покрыта title и описанием.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720131759	1217117569	амулет близнецы в машин	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_CHANGE_ALREADY_COVERED	Точный текущий интент — амулет/талисман Близнецы в машину — уже покрыт карточкой.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720131759	1217117569	близнецы драконы	STRONG_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_MOTIF	Модификатор «драконы» задаёт иной дизайн/товар, не подтверждённый текущим SKU.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720131759	1217117569	брелоки знак зодиака близнецы	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Брелоки — другой товарный тип.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720131759	1217117569	знак зодиака близнецы сувенир	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_CHANGE_ALREADY_COVERED	Широкий сувенирный интент не даёт новой точной семантики сверх уже указанного знака Близнецы.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720131759	1217117569	свеча для знака близнецы	STRONG_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Свеча для Близнецов — другой товар.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720131759	1217117569	талисман маска для знака зодиака близнецы	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE_OR_VARIANT	Запрос требует маску/иной формат талисмана; текущая карточка этого не подтверждает.			B02	MANUAL_REVIEW_BLOCK_02B.tsv
1720137256	1217124642	автобильные весы	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	HOMONYM_FALSE_POSITIVE	«Весы» здесь означает измерительное оборудование/автомобильные весы, а не знак зодиака.			B03	MANUAL_REVIEW_BLOCK_03A.tsv
1720137256	1217124642	блюдо весы знак зодиака	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Блюдо со знаком Весы — другой товарный тип.			B03	MANUAL_REVIEW_BLOCK_03A.tsv
1720137256	1217124642	брилки с знаком зодиака весы	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Вероятные брелоки со знаком Весы — другой товарный формат.			B03	MANUAL_REVIEW_BLOCK_03A.tsv
1720137256	1217124642	брошка знак зодиака весы	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Брошка — другой товарный тип.			B03	MANUAL_REVIEW_BLOCK_03A.tsv
1720137256	1217124642	виктор знак зодиака весы	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_DEFENSIBLE_PRODUCT_INTENT	Связь слова «Виктор» с текущей автомобильной подвеской не подтверждена; совпадение только по знаку.			B03	MANUAL_REVIEW_BLOCK_03A.tsv
1720137256	1217124642	кулончик весы	STRONG_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	USE_CASE_OR_PRODUCT_TYPE_MISMATCH	Кулончик без автомобильного интента скорее относится к нательному украшению.			B03	MANUAL_REVIEW_BLOCK_03A.tsv
1720141903	1217129635	брелок водолей телефон	STRONG_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Телефонный брелок — другой товар.			B03	MANUAL_REVIEW_BLOCK_03A.tsv
1720141903	1217129635	водолей кулон женский	STRONG_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	USE_CASE_OR_PRODUCT_TYPE_MISMATCH	Женский кулон — нательное украшение, не автомобильная подвеска.			B03	MANUAL_REVIEW_BLOCK_03A.tsv
1720141903	1217129635	водолей на распрыскиватель заачасти	STRONG_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	HOMONYM_FALSE_POSITIVE	Запрос относится к распрыскивателю/запчастям; «Водолей» здесь не доказывает зодиакальный интент.			B03	MANUAL_REVIEW_BLOCK_03A.tsv
1720141903	1217129635	водолей одежда мужская	STRONG_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Мужская одежда — другой товарный класс.			B03	MANUAL_REVIEW_BLOCK_03A.tsv
1720141903	1217129635	водолей подвеска с камнем	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	MATERIAL_OR_VARIANT_MISMATCH	Подвеска с камнем не соответствует подтверждённому деревянному автомобильному SKU.			B03	MANUAL_REVIEW_BLOCK_03A.tsv
