sku	product_id	query_raw	query_normalized	relevance_state	relevance_reason	supported_card_evidence	conflicting_card_evidence	candidate_owner_sku	confidence	manual_review_required	source_observation_count	source_slices
1602715556	1082852354	бусы коловрат	бусы коловрат	AMBIGUOUS_HOLD	No defensible product-specific, family, or broad-class match from current card evidence.				0.42	YES	1	BY_SEARCHES_ASCENDING
1602715556	1082852354	бусы на зерколо	бусы на зерколо	AMBIGUOUS_HOLD	No defensible product-specific, family, or broad-class match from current card evidence.				0.42	YES	1	BY_GMV_DESCENDING
1602715556	1082852354	бусы японские мужские браслет	бусы японские мужские браслет	AMBIGUOUS_HOLD	No defensible product-specific, family, or broad-class match from current card evidence.				0.42	YES	1	BY_SEARCHES_ASCENDING
1602715556	1082852354	бутсы футбольные на зеркало подвеска	бутсы футбольные на зеркало подвеска	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_DESCENDING
1602715556	1082852354	висюлька на зеркало в машину женская bmv	висюлька на зеркало в машину женская bmv	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_ASCENDING
1602715556	1082852354	вонючка дельфин в машину синяя на зеркало	вонючка дельфин в машину синяя на зеркало	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_ASCENDING
1602715556	1082852354	герб россии на зеркало деревянный в машину	герб россии на зеркало деревянный в машину	NEIGHBOR_PRODUCT	"Query contains identity alias ""герб россии"" owned by other canonical SKU(s)."	STRUCTURED_ATTRIBUTES: token evidence=росси	"Query contains identity alias ""герб россии"" owned by other canonical SKU(s)."	2559748332;2559817779	0.96	YES	1	BY_GMV_DESCENDING
1602715556	1082852354	демон на машину подвеска на стекло маленькие	демон на машину подвеска на стекло маленькие	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_ASCENDING
1602715556	1082852354	зеркало	зеркало	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	TITLE: exact phrase			0.76	NO	1	BY_SEARCHES_DESCENDING
1602715556	1082852354	зеркало иг	зеркало иг	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_ASCENDING
1602715556	1082852354	коловрат	коловрат	AMBIGUOUS_HOLD	No defensible product-specific, family, or broad-class match from current card evidence.				0.42	YES	1	BY_SEARCHES_DESCENDING
1602715556	1082852354	коловрат подвеска	коловрат подвеска	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.				0.72	NO	1	BY_SEARCHES_DESCENDING
1602715556	1082852354	красный самурайский	красный самурайский	AMBIGUOUS_HOLD	No defensible product-specific, family, or broad-class match from current card evidence.				0.42	YES	1	BY_SEARCHES_ASCENDING
1602715556	1082852354	кулон на зеркало в машину	кулон на зеркало в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_ASCENDING
1602715556	1082852354	машинки с подвеской	машинки с подвеской	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_DESCENDING
1602715556	1082852354	оберег в машину	оберег в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	STRUCTURED_ATTRIBUTES: exact phrase			0.76	NO	1	BY_SEARCHES_DESCENDING
1602715556	1082852354	оберег в машину мужской	оберег в машину мужской	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_ASCENDING
1602715556	1082852354	обереги	обереги	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.	STRUCTURED_ATTRIBUTES: exact phrase			0.72	NO	1	BY_GMV_ASCENDING
1602715556	1082852354	подвеска в машину	подвеска в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	STRUCTURED_ATTRIBUTES: exact phrase			0.76	NO	1	BY_SEARCHES_DESCENDING
1602715556	1082852354	подвеска в машину на зеркало	подвеска в машину на зеркало	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	STRUCTURED_ATTRIBUTES: exact phrase			0.76	NO	1	BY_SEARCHES_DESCENDING
1602715556	1082852354	«подвеска в машину обезьяна из дорамы	подвеска в машину обезьяна из дорамы	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_ASCENDING
1602715556	1082852354	подвеска зеркало оберег	подвеска зеркало оберег	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_ASCENDING
1602715556	1082852354	подвеска из дерева в машину	подвеска из дерева в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_DESCENDING
1602715556	1082852354	подвеска на зеркало в машину	подвеска на зеркало в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	TITLE: exact phrase			0.76	NO	1	BY_SEARCHES_DESCENDING
1602715556	1082852354	подвеска руна	подвеска руна	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.				0.72	NO	1	BY_GMV_DESCENDING
1602715556	1082852354	подвески на зеркало	подвески на зеркало	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_DESCENDING
1602715556	1082852354	самурай	самурай	AMBIGUOUS_HOLD	No defensible product-specific, family, or broad-class match from current card evidence.				0.42	YES	1	BY_SEARCHES_DESCENDING
1602715556	1082852354	самурайские аксессуары	самурайские аксессуары	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.				0.72	NO	1	BY_GMV_DESCENDING
1602715556	1082852354	самурайский оберег	самурайский оберег	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.				0.72	NO	1	BY_GMV_DESCENDING
1602715556	1082852354	самурайский стиль	самурайский стиль	AMBIGUOUS_HOLD	No defensible product-specific, family, or broad-class match from current card evidence.				0.42	YES	1	BY_GMV_ASCENDING
1602715556	1082852354	самурая на голову	самурая на голову	AMBIGUOUS_HOLD	No defensible product-specific, family, or broad-class match from current card evidence.				0.42	YES	1	BY_SEARCHES_ASCENDING
1602715556	1082852354	талисман	талисман	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.	TITLE: exact phrase			0.72	NO	1	BY_SEARCHES_DESCENDING
1602715556	1082852354	талисман из дерева	талисман из дерева	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.				0.72	NO	1	BY_GMV_DESCENDING
1602715556	1082852354	талисман японский	талисман японский	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.				0.72	NO	1	BY_GMV_DESCENDING
1602715556	1082852354	четки || чётки	четки	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.	OFFER_ID: exact phrase			0.72	NO	2	BY_SEARCHES_DESCENDING
1602715556	1082852354	четки в автомобиль	четки в автомобиль	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_DESCENDING
1602715556	1082852354	четки в машину	четки в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_DESCENDING
1602715556	1082852354	четки в машину на зеркало	четки в машину на зеркало	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_DESCENDING
1602715556	1082852354	четки на зеркало в машину	четки на зеркало в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	амулет	амулет	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.	TITLE: exact phrase			0.72	NO	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	амулет в автомобиль	амулет в автомобиль	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	амулет оберег	амулет оберег	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.				0.72	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	амулет подвеска грифон	амулет подвеска грифон	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.				0.72	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	амулет подвеска кришна	амулет подвеска кришна	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.				0.72	NO	1	BY_SEARCHES_ASCENDING
1602717077	1082855228	амулет руна в машину	амулет руна в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	амулеты	амулеты	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.	STRUCTURED_ATTRIBUTES: exact phrase			0.72	NO	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	амулеты обереги	амулеты обереги	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.	STRUCTURED_ATTRIBUTES: exact phrase			0.72	NO	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	#амулеты_обереги_и_талисманы || амулеты обереги и талисманы	амулеты обереги и талисманы	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.	STRUCTURED_ATTRIBUTES: exact phrase			0.72	NO	2	BY_SEARCHES_ASCENDING;BY_SEARCHES_DESCENDING
1602717077	1082855228	атрибуты с российской символикой	атрибуты с российской символикой	AMBIGUOUS_HOLD	No defensible product-specific, family, or broad-class match from current card evidence.	STRUCTURED_ATTRIBUTES: token evidence=атрибут			0.42	YES	1	BY_GMV_ASCENDING
1602717077	1082855228	ботвеска в машине	ботвеска в машине	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	браслет мужской с шлем ужаса	браслет мужской с шлем ужаса	EXACT_PRODUCT	"Query contains product identity alias ""ужаса"" supported by current card."	TITLE: token evidence=шлем,ужаса		1602717077	0.95	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	браслет шлем ужаса серебро	браслет шлем ужаса серебро	EXACT_PRODUCT	"Query contains product identity alias ""ужаса"" supported by current card."	TITLE: token evidence=шлем,ужаса		1602717077	0.95	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	брелок на зеркало в машину крест	брелок на зеркало в машину крест	NEIGHBOR_PRODUCT	"Query contains identity alias ""крест"" owned by other canonical SKU(s)."	STRUCTURED_ATTRIBUTES: token evidence=крест	"Query contains identity alias ""крест"" owned by other canonical SKU(s)."	1640251697	0.96	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	брелок на зеркало в машину ссср скилет	брелок на зеркало в машину ссср скилет	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	брелок на зеркало в машину фемида	брелок на зеркало в машину фемида	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_ASCENDING
1602717077	1082855228	брелок у машину byd на зерколо	брелок у машину byd на зерколо	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_ASCENDING
1602717077	1082855228	бусина шлем ужаса	бусина шлем ужаса	EXACT_PRODUCT	"Query contains product identity alias ""ужаса"" supported by current card."	TITLE: token evidence=шлем,ужаса		1602717077	0.95	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	бусины диаметр 1 см	бусины диаметр 1 см	AMBIGUOUS_HOLD	No defensible product-specific, family, or broad-class match from current card evidence.	STRUCTURED_ATTRIBUTES: token evidence=бусин,диаметр			0.42	YES	1	BY_SEARCHES_ASCENDING
1602717077	1082855228	бусины для подвески на зеркало в машину	бусины для подвески на зеркало в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	STRUCTURED_ATTRIBUTES: token evidence=бусин			0.76	NO	1	BY_SEARCHES_ASCENDING
1602717077	1082855228	в машину авулет	в машину авулет	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_ASCENDING
1602717077	1082855228	в машину на зеркало	в машину на зеркало	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	STRUCTURED_ATTRIBUTES: exact phrase			0.76	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	в машину на зеркало оберег	в машину на зеркало оберег	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	зеркало	зеркало	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	TITLE: exact phrase			0.76	NO	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	зеркало на шлем.	зеркало на шлем	EXACT_PRODUCT	"Query contains product identity alias ""шлем"" supported by current card."	TITLE: token evidence=шлем		1602717077	0.95	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	зеркальный оберег	зеркальный оберег	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	зеркальце на шлем	зеркальце на шлем	EXACT_PRODUCT	"Query contains product identity alias ""шлем"" supported by current card."	TITLE: token evidence=шлем		1602717077	0.95	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	кому в шлем	кому в шлем	EXACT_PRODUCT	"Query contains product identity alias ""шлем"" supported by current card."	TITLE: token evidence=шлем		1602717077	0.95	NO	1	BY_SEARCHES_ASCENDING
1602717077	1082855228	крест а зеркало в машину	крест а зеркало в машину	NEIGHBOR_PRODUCT	"Query contains identity alias ""крест"" owned by other canonical SKU(s)."	STRUCTURED_ATTRIBUTES: token evidence=крест	"Query contains identity alias ""крест"" owned by other canonical SKU(s)."	1640251697	0.96	NO	1	BY_SEARCHES_ASCENDING
1602717077	1082855228	крест деревянны в машину на зеркало	крест деревянны в машину на зеркало	NEIGHBOR_PRODUCT	"Query contains identity alias ""крест"" owned by other canonical SKU(s)."	STRUCTURED_ATTRIBUTES: token evidence=крест	"Query contains identity alias ""крест"" owned by other canonical SKU(s)."	1640251697	0.96	NO	1	BY_SEARCHES_ASCENDING
1602717077	1082855228	крест зеркало	крест зеркало	NEIGHBOR_PRODUCT	"Query contains identity alias ""крест"" owned by other canonical SKU(s)."	STRUCTURED_ATTRIBUTES: token evidence=крест	"Query contains identity alias ""крест"" owned by other canonical SKU(s)."	1640251697	0.96	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	магический амулет, оберег	магический амулет , оберег	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.				0.72	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	на зеркало подвеска автомобиля	на зеркало подвеска автомобиля	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	STRUCTURED_ATTRIBUTES: token evidence=автомобил			0.76	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	набор	набор	AMBIGUOUS_HOLD	No defensible product-specific, family, or broad-class match from current card evidence.				0.42	YES	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	оберег в машину	оберег в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	STRUCTURED_ATTRIBUTES: exact phrase			0.76	NO	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	оберег зеркало на шею	оберег зеркало на шею	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	оберег с зеркалом	оберег с зеркалом	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	#обереги || обереги	обереги	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.	STRUCTURED_ATTRIBUTES: exact phrase			0.72	NO	2	BY_SEARCHES_ASCENDING;BY_SEARCHES_DESCENDING
1602717077	1082855228	обереги и талисманы	обереги и талисманы	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.	STRUCTURED_ATTRIBUTES: exact phrase			0.72	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	подвеска амулет аллах в авто	подвеска амулет аллах в авто	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_ASCENDING
1602717077	1082855228	подвеска в автобус на зеркало ввс	подвеска в автобус на зеркало ввс	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_ASCENDING
1602717077	1082855228	подвеска в машину	подвеска в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	STRUCTURED_ATTRIBUTES: exact phrase			0.76	NO	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	подвеска в машину на зеркало lron maiden	подвеска в машину на зеркало lron maiden	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	подвеска в машину на зеркало а	подвеска в машину на зеркало а	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_ASCENDING
1602717077	1082855228	подвеска в машину на зеркало белджи	подвеска в машину на зеркало белджи	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	подвеска в машину оберег на зеркало	подвеска в машину оберег на зеркало	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	подвеска на зеркало авто уголовный розыск в машину	подвеска на зеркало авто уголовный розыск в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	подвеска на зеркало в машину	подвеска на зеркало в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	TITLE: exact phrase			0.76	NO	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	подвеска на зеркало деревянная	подвеска на зеркало деревянная	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_ASCENDING
1602717077	1082855228	руны	руны	AMBIGUOUS_HOLD	No defensible product-specific, family, or broad-class match from current card evidence.	STRUCTURED_ATTRIBUTES: exact phrase			0.42	YES	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	талисман	талисман	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.	STRUCTURED_ATTRIBUTES: exact phrase			0.72	NO	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	талисманы и обереги	талисманы и обереги	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.				0.72	NO	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	шлем	шлем	EXACT_PRODUCT	"Query contains product identity alias ""шлем"" supported by current card."	TITLE: exact phrase		1602717077	0.95	NO	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	шлем брелок на	шлем брелок на	EXACT_PRODUCT	"Query contains product identity alias ""шлем"" supported by current card."	TITLE: token evidence=шлем		1602717077	0.95	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	шлем ужаса	шлем ужаса	EXACT_PRODUCT	"Query contains product identity alias ""ужаса"" supported by current card."	TITLE: exact phrase		1602717077	0.95	NO	1	BY_SEARCHES_DESCENDING
1602717077	1082855228	шлем ужаса подвеска	шлем ужаса подвеска	EXACT_PRODUCT	"Query contains product identity alias ""ужаса"" supported by current card."	TITLE: token evidence=шлем,ужаса		1602717077	0.95	NO	1	BY_GMV_ASCENDING
1602717077	1082855228	шлем ужаса серебро	шлем ужаса серебро	EXACT_PRODUCT	"Query contains product identity alias ""ужаса"" supported by current card."	TITLE: token evidence=шлем,ужаса		1602717077	0.95	NO	1	BY_GMV_DESCENDING
1602717077	1082855228	шлем ужаса шарм	шлем ужаса шарм	EXACT_PRODUCT	"Query contains product identity alias ""ужаса"" supported by current card."	TITLE: token evidence=шлем,ужаса		1602717077	0.95	NO	1	BY_GMV_DESCENDING
1602722942	1082862005	авто подвески на зеркало	авто подвески на зеркало	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	2	BY_GMV_ASCENDING;BY_SEARCHES_ASCENDING
1602722942	1082862005	акомпас в тысячных	акомпас в тысячных	AMBIGUOUS_HOLD	No defensible product-specific, family, or broad-class match from current card evidence.				0.42	YES	1	BY_SEARCHES_ASCENDING
1602722942	1082862005	акриловая бусина машинка	акриловая бусина машинка	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	STRUCTURED_ATTRIBUTES: token evidence=бусин			0.76	NO	1	BY_SEARCHES_ASCENDING
1602722942	1082862005	акриловая подвеска в машину на зеркало	акриловая подвеска в машину на зеркало	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.				0.76	NO	1	BY_SEARCHES_ASCENDING
1602722942	1082862005	алатырь оберег в машину	алатырь оберег в машину	NEIGHBOR_PRODUCT	"Query contains identity alias ""алатырь"" owned by other canonical SKU(s)."		"Query contains identity alias ""алатырь"" owned by other canonical SKU(s)."	1640251697	0.96	NO	2	BY_GMV_ASCENDING;BY_SEARCHES_ASCENDING
1602722942	1082862005	амулет	амулет	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.	TITLE: exact phrase			0.72	NO	1	BY_SEARCHES_DESCENDING
1602722942	1082862005	амулет зеркальная защита	амулет зеркальная защита	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	STRUCTURED_ATTRIBUTES: token evidence=защит			0.76	NO	1	BY_GMV_ASCENDING
1602722942	1082862005	амулет от сглаза	амулет от сглаза	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.	STRUCTURED_ATTRIBUTES: exact phrase			0.72	NO	1	BY_GMV_DESCENDING
1602722942	1082862005	амулет руны	амулет руны	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.				0.72	NO	1	BY_GMV_ASCENDING
1602722942	1082862005	амулеты обереги и талисманы	амулеты обереги и талисманы	GENERIC_RELEVANT	Broad amulet/talisman/obereg product-class intent is compatible with current card.	STRUCTURED_ATTRIBUTES: exact phrase			0.72	NO	1	BY_SEARCHES_DESCENDING
1602722942	1082862005	амулеты обереги и талисманы славянские	амулеты обереги и талисманы славянские	NEIGHBOR_PRODUCT	Slavic-family intent conflicts with current product family.		Slavic-family intent conflicts with current product family.	1630033296;1630040194;1636041142;1636048691;1640251697;1640264403;1640276582;1640306007;1640326205;1640326230;1640330072;1640334195;1640337426;1842444165;2183808182;2183921966;2183985513;2184098058;2184133137;2184153852;2184168890;2184199958;2184234912;2184932293;2559437928	0.90	NO	1	BY_GMV_ASCENDING
1602722942	1082862005	в машину	в машину	GENERIC_RELEVANT	Broad car pendant/mirror use-case is compatible with current product class.	TITLE: exact phrase			0.76	NO	1	BY_SEARCHES_DESCENDING
