sku	product_id	query_or_cluster	relevance_state	observed_search_users	observed_orders	observed_gmv	existing_card_coverage	semantic_gap	ownership_risk	decision_state	suggested_destination_field	why	confidence	human_review_required
1602715556	1082852354	герб россии на зеркало деревянный в машину	NEIGHBOR_PRODUCT	1.0	0.0	0.0	NOT_APPLICABLE	NOT_APPLICABLE	LOW	REJECT_NEIGHBOR	NONE	NEIGHBOR_PRODUCT; coverage=NOT_APPLICABLE; ownership=EXCLUDED; observed slices=1.	0.96	NO
1602715556	1082852354	демон на машину подвеска на стекло маленькие	GENERIC_RELEVANT	0.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.76	YES
1602715556	1082852354	зеркало	GENERIC_RELEVANT	23675.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
1602715556	1082852354	зеркало иг	GENERIC_RELEVANT	0.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=FAMILY_SHARED; observed slices=1.	0.76	YES
1602715556	1082852354	коловрат	AMBIGUOUS_HOLD	1707.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	MEDIUM	HOLD_AMBIGUOUS	HOLD	AMBIGUOUS_HOLD; coverage=GAP_PRESENT; ownership=UNCLEAR; observed slices=1.	0.42	YES
1602715556	1082852354	коловрат подвеска	GENERIC_RELEVANT	250.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.72	YES
1602715556	1082852354	красный самурайский	AMBIGUOUS_HOLD	0.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	MEDIUM	HOLD_AMBIGUOUS	HOLD	AMBIGUOUS_HOLD; coverage=GAP_PRESENT; ownership=UNCLEAR; observed slices=1.	0.42	YES
1602715556	1082852354	кулон на зеркало в машину	GENERIC_RELEVANT	2.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.76	YES
1602715556	1082852354	машинки с подвеской	GENERIC_RELEVANT	3.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.76	YES
1602715556	1082852354	оберег в машину	GENERIC_RELEVANT	516.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
1602715556	1082852354	оберег в машину мужской	GENERIC_RELEVANT	13.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
1602715556	1082852354	обереги	GENERIC_RELEVANT	172.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.72	NO
1602715556	1082852354	подвеска в машину	GENERIC_RELEVANT	3171.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
1602715556	1082852354	подвеска в машину на зеркало	GENERIC_RELEVANT	1560.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
1602715556	1082852354	подвеска в машину обезьяна из дорамы	GENERIC_RELEVANT	1.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.76	YES
1602715556	1082852354	подвеска зеркало оберег	GENERIC_RELEVANT	11.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=FAMILY_SHARED; observed slices=1.	0.76	NO
1602715556	1082852354	подвеска из дерева в машину	GENERIC_RELEVANT	3.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.76	YES
1602715556	1082852354	подвеска на зеркало в машину	GENERIC_RELEVANT	1288.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
1602715556	1082852354	подвеска руна	GENERIC_RELEVANT	66.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.72	YES
1602715556	1082852354	подвески на зеркало	GENERIC_RELEVANT	2.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
1602715556	1082852354	самурай	AMBIGUOUS_HOLD	2260.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	MEDIUM	HOLD_AMBIGUOUS	HOLD	AMBIGUOUS_HOLD; coverage=GAP_PRESENT; ownership=UNCLEAR; observed slices=1.	0.42	YES
1602715556	1082852354	самурайские аксессуары	GENERIC_RELEVANT	2.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=FAMILY_SHARED; observed slices=1.	0.72	YES
1602715556	1082852354	самурайский оберег	GENERIC_RELEVANT	0.0	0.0	690.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=FAMILY_SHARED; observed slices=1.	0.72	YES
1602715556	1082852354	самурайский стиль	AMBIGUOUS_HOLD	2.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	MEDIUM	HOLD_AMBIGUOUS	HOLD	AMBIGUOUS_HOLD; coverage=GAP_PRESENT; ownership=UNCLEAR; observed slices=1.	0.42	YES
1602715556	1082852354	самурая на голову	AMBIGUOUS_HOLD	0.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	MEDIUM	HOLD_AMBIGUOUS	HOLD	AMBIGUOUS_HOLD; coverage=GAP_PRESENT; ownership=UNCLEAR; observed slices=1.	0.42	YES
1602715556	1082852354	талисман	GENERIC_RELEVANT	510.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.72	NO
1602715556	1082852354	талисман из дерева	GENERIC_RELEVANT	2.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=FAMILY_SHARED; observed slices=1.	0.72	YES
1602715556	1082852354	талисман японский	GENERIC_RELEVANT	5.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=FAMILY_SHARED; observed slices=1.	0.72	YES
1602715556	1082852354	четки	GENERIC_RELEVANT	23227.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.72	NO
1602715556	1082852354	четки в автомобиль	GENERIC_RELEVANT	370.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
1602715556	1082852354	четки в машину	GENERIC_RELEVANT	3534.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
1602715556	1082852354	четки в машину на зеркало	GENERIC_RELEVANT	662.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
1602715556	1082852354	четки на зеркало в машину	GENERIC_RELEVANT	221.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=FAMILY_SHARED; observed slices=1.	0.76	NO
1602717077	1082855228	амулет	GENERIC_RELEVANT	1355.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.72	NO
1602717077	1082855228	амулет в автомобиль	GENERIC_RELEVANT	8.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
1602717077	1082855228	амулет оберег	GENERIC_RELEVANT	7.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.72	NO
1602717077	1082855228	амулет подвеска грифон	GENERIC_RELEVANT	1.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=FAMILY_SHARED; observed slices=1.	0.72	YES
1602717077	1082855228	амулет подвеска кришна	GENERIC_RELEVANT	0.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=FAMILY_SHARED; observed slices=1.	0.72	YES
1602717077	1082855228	амулет руна в машину	GENERIC_RELEVANT	1.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=FAMILY_SHARED; observed slices=1.	0.76	YES
1602717077	1082855228	амулеты	GENERIC_RELEVANT	139.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.72	NO
1602717077	1082855228	амулеты обереги	GENERIC_RELEVANT	179.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=FAMILY_SHARED; observed slices=1.	0.72	NO
1602717077	1082855228	амулеты обереги и талисманы	GENERIC_RELEVANT	422.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=2.	0.72	NO
1602717077	1082855228	атрибуты с российской символикой	AMBIGUOUS_HOLD	1.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	MEDIUM	HOLD_AMBIGUOUS	HOLD	AMBIGUOUS_HOLD; coverage=GAP_PRESENT; ownership=UNCLEAR; observed slices=1.	0.42	YES
1602717077	1082855228	ботвеска в машине	GENERIC_RELEVANT	1.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=FAMILY_SHARED; observed slices=1.	0.76	YES
1602717077	1082855228	браслет мужской с шлем ужаса	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	READY_CANDIDATE	LONG_DESCRIPTION	EXACT_PRODUCT; coverage=PARTIAL_GAP; ownership=SKU_SPECIFIC; observed slices=1.	0.95	YES
1602717077	1082855228	браслет шлем ужаса серебро	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	READY_CANDIDATE	LONG_DESCRIPTION	EXACT_PRODUCT; coverage=PARTIAL_GAP; ownership=SKU_SPECIFIC; observed slices=1.	0.95	YES
1602717077	1082855228	брелок на зеркало в машину крест	NEIGHBOR_PRODUCT	1.0	0.0	0.0	NOT_APPLICABLE	NOT_APPLICABLE	LOW	REJECT_NEIGHBOR	NONE	NEIGHBOR_PRODUCT; coverage=NOT_APPLICABLE; ownership=EXCLUDED; observed slices=1.	0.96	NO
1602717077	1082855228	брелок на зеркало в машину ссср скилет	GENERIC_RELEVANT	1.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=FAMILY_SHARED; observed slices=1.	0.76	YES
1602717077	1082855228	брелок на зеркало в машину фемида	GENERIC_RELEVANT	0.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.76	YES
1602717077	1082855228	брелок у машину byd на зерколо	GENERIC_RELEVANT	0.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.76	YES
1602717077	1082855228	бусина шлем ужаса	EXACT_PRODUCT	3.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	READY_CANDIDATE	LONG_DESCRIPTION	EXACT_PRODUCT; coverage=PARTIAL_GAP; ownership=SKU_SPECIFIC; observed slices=1.	0.95	YES
1602717077	1082855228	бусины диаметр 1 см	AMBIGUOUS_HOLD	0.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	MEDIUM	HOLD_AMBIGUOUS	HOLD	AMBIGUOUS_HOLD; coverage=GAP_PRESENT; ownership=UNCLEAR; observed slices=1.	0.42	YES
1602717077	1082855228	бусины для подвески на зеркало в машину	GENERIC_RELEVANT	0.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.76	YES
1602717077	1082855228	в машину авулет	GENERIC_RELEVANT	0.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.76	YES
1602717077	1082855228	в машину на зеркало	GENERIC_RELEVANT	120.0	0.0	810.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
1602717077	1082855228	в машину на зеркало оберег	GENERIC_RELEVANT	1.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=FAMILY_SHARED; observed slices=1.	0.76	NO
1602717077	1082855228	зеркало	GENERIC_RELEVANT	6856.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
1602717077	1082855228	зеркало на шлем	EXACT_PRODUCT	1.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	EXACT_PRODUCT; coverage=NO_GAP; ownership=SKU_SPECIFIC; observed slices=1.	0.95	NO
1602717077	1082855228	зеркальный оберег	GENERIC_RELEVANT	16.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.76	YES
1602717077	1082855228	зеркальце на шлем	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	READY_CANDIDATE	LONG_DESCRIPTION	EXACT_PRODUCT; coverage=PARTIAL_GAP; ownership=SKU_SPECIFIC; observed slices=1.	0.95	YES
1602717077	1082855228	кому в шлем	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	READY_CANDIDATE	LONG_DESCRIPTION	EXACT_PRODUCT; coverage=PARTIAL_GAP; ownership=SKU_SPECIFIC; observed slices=1.	0.95	YES
1602717077	1082855228	крест а зеркало в машину	NEIGHBOR_PRODUCT	0.0	0.0	0.0	NOT_APPLICABLE	NOT_APPLICABLE	LOW	REJECT_NEIGHBOR	NONE	NEIGHBOR_PRODUCT; coverage=NOT_APPLICABLE; ownership=EXCLUDED; observed slices=1.	0.96	NO
1602717077	1082855228	крест деревянны в машину на зеркало	NEIGHBOR_PRODUCT	0.0	0.0	0.0	NOT_APPLICABLE	NOT_APPLICABLE	LOW	REJECT_NEIGHBOR	NONE	NEIGHBOR_PRODUCT; coverage=NOT_APPLICABLE; ownership=EXCLUDED; observed slices=1.	0.96	NO
1602717077	1082855228	крест зеркало	NEIGHBOR_PRODUCT	1.0	0.0	0.0	NOT_APPLICABLE	NOT_APPLICABLE	LOW	REJECT_NEIGHBOR	NONE	NEIGHBOR_PRODUCT; coverage=NOT_APPLICABLE; ownership=EXCLUDED; observed slices=1.	0.96	NO
1602717077	1082855228	магический амулет , оберег	GENERIC_RELEVANT	15.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.72	YES
1602717077	1082855228	на зеркало подвеска автомобиля	GENERIC_RELEVANT	1.0	0.0	0.0	GAP_PRESENT	GAP_PRESENT	LOW	FAMILY_CANDIDATE	LONG_DESCRIPTION	GENERIC_RELEVANT; coverage=GAP_PRESENT; ownership=STORE_GENERIC; observed slices=1.	0.76	YES
1602717077	1082855228	набор	AMBIGUOUS_HOLD	10784.0	0.0	0.0	NO_GAP	NO_GAP	MEDIUM	HOLD_AMBIGUOUS	HOLD	AMBIGUOUS_HOLD; coverage=NO_GAP; ownership=UNCLEAR; observed slices=1.	0.42	YES
1602717077	1082855228	оберег в машину	GENERIC_RELEVANT	885.0	0.0	0.0	NO_GAP	NO_GAP	LOW	NO_CHANGE	NONE	GENERIC_RELEVANT; coverage=NO_GAP; ownership=STORE_GENERIC; observed slices=1.	0.76	NO
